gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0487:G003,M4-FUNG-0487,G003,ota-P450 ortholog,NR,,,NR,cytochrome P450,candidate oxidation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,106
M4-FUNG-0487:G004,M4-FUNG-0487,G004,ota-bZIP ortholog,NR,,,NR,bZIP transcription factor,candidate cluster regulator,comparative genomics/expression,expressed in OTA-producing conditions,S003,,107
M4-FUNG-0487:G005,M4-FUNG-0487,G005,ota-halogenase ortholog,NR,,,NR,halogenase,candidate chlorination role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,108
M4-FUNG-0488:G001,M4-FUNG-0488,G001,ota-PKS ortholog,NR,,,NR,polyketide synthase,candidate core OTA scaffold role,comparative genomics/expression,expressed in OTA-producing conditions,S003,Not a species-specific knockout.,104
M4-FUNG-0488:G002,M4-FUNG-0488,G002,ota-NRPS ortholog,NR,,,NR,NRPS,candidate phenylalanine ligation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,105
M4-FUNG-0488:G003,M4-FUNG-0488,G003,ota-P450 ortholog,NR,,,NR,cytochrome P450,candidate oxidation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,106
M4-FUNG-0488:G004,M4-FUNG-0488,G004,ota-bZIP ortholog,NR,,,NR,bZIP transcription factor,candidate cluster regulator,comparative genomics/expression,expressed in OTA-producing conditions,S003,,107
M4-FUNG-0488:G005,M4-FUNG-0488,G005,ota-halogenase ortholog,NR,,,NR,halogenase,candidate chlorination role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,108
M4-FUNG-0489:G001,M4-FUNG-0489,G001,ota-PKS ortholog,NR,,,NR,polyketide synthase,candidate core OTA scaffold role,comparative genomics/expression,expressed in OTA-producing conditions,S003,Not a species-specific knockout.,104
M4-FUNG-0489:G002,M4-FUNG-0489,G002,ota-NRPS ortholog,NR,,,NR,NRPS,candidate phenylalanine ligation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,105
M4-FUNG-0489:G003,M4-FUNG-0489,G003,ota-P450 ortholog,NR,,,NR,cytochrome P450,candidate oxidation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,106
M4-FUNG-0489:G004,M4-FUNG-0489,G004,ota-bZIP ortholog,NR,,,NR,bZIP transcription factor,candidate cluster regulator,comparative genomics/expression,expressed in OTA-producing conditions,S003,,107
M4-FUNG-0489:G005,M4-FUNG-0489,G005,ota-halogenase ortholog,NR,,,NR,halogenase,candidate chlorination role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,108
M4-FUNG-0490:G001,M4-FUNG-0490,G001,ota-PKS ortholog,NR,,,NR,polyketide synthase,candidate core OTA scaffold role,comparative genomics/expression,expressed in OTA-producing conditions,S003,Not a species-specific knockout.,104
M4-FUNG-0490:G002,M4-FUNG-0490,G002,ota-NRPS ortholog,NR,,,NR,NRPS,candidate phenylalanine ligation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,105
M4-FUNG-0490:G003,M4-FUNG-0490,G003,ota-P450 ortholog,NR,,,NR,cytochrome P450,candidate oxidation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,106
M4-FUNG-0490:G004,M4-FUNG-0490,G004,ota-bZIP ortholog,NR,,,NR,bZIP transcription factor,candidate cluster regulator,comparative genomics/expression,expressed in OTA-producing conditions,S003,,107
M4-FUNG-0490:G005,M4-FUNG-0490,G005,ota-halogenase ortholog,NR,,,NR,halogenase,candidate chlorination role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,108
M4-FUNG-0491:G001,M4-FUNG-0491,G001,Stl-TS,BAT32889.1,101.0,2740.0,-,chimeric prenyltransferase / terpene cyclase,"forms stellata-2,6,19-triene from DMAPP and IPP",heterologous expression/enzymatic characterization,stellatatriene production,S002; S003,Direct scaffold enzyme.,104
M4-FUNG-0491:G002,M4-FUNG-0491,G002,Stl-P450,BAT32890.1,4484.0,6568.0,+,cytochrome P450 monooxygenase,oxidizes stellatatriene to stellatic acid,coexpression/enzymatic characterization,stellatic acid formation,S002; S003,Direct terminal oxidation step.,105
M4-FUNG-0492:G001,M4-FUNG-0492,G001,htyD,AKJ70936.1,1683.0,4565.0,-,aconitase-family homotyrosine pathway enzyme,homotyrosine-pathway role assigned by conserved echinocandin orthology; not directly assayed in A. mulundensis,NR,NR,S002; S003,"Ortholog-based function, not strain-specific biochemical proof.",104
M4-FUNG-0492:G002,M4-FUNG-0492,G002,htyC,AKJ70937.1,4718.0,6132.0,-,isopropylmalate dehydrogenase-family enzyme,homotyrosine-pathway assignment by conserved echinocandin orthology,NR,NR,S002; S003,No A. mulundensis-specific perturbation reported.,105
M4-FUNG-0492:G003,M4-FUNG-0492,G003,htyB,AKJ70938.1,6269.0,7598.0,+,transaminase,homotyrosine-pathway assignment by conserved echinocandin orthology,NR,NR,S002; S003,Protein annotation supports transaminase identity.,106
M4-FUNG-0492:G004,M4-FUNG-0492,G004,htyA,AKJ70939.1,7822.0,9671.0,+,isopropylmalate synthase-family enzyme,homotyrosine-pathway assignment by conserved echinocandin orthology,NR,NR,S002; S003,Ortholog-derived pathway assignment.,107
M4-FUNG-0492:G005,M4-FUNG-0492,G005,NR,AKJ70940.1,,,NR,non-heme Fe/2-oxoglutarate-dependent dioxygenase,oxidative-tailoring role predicted from echinocandin cluster conservation; exact A. mulundensis reaction NR,NR,NR,S002; S003,Do not transfer a specific hydroxylation step without direct strain evidence.,108
M4-FUNG-0492:G006,M4-FUNG-0492,G006,NR,AKJ70942.1,,,NR,nonribosomal peptide synthetase,multimodular echinocandin lipohexapeptide assembly role assigned by NRPS domain architecture and pathway orthology,NR,NR,S002; S003,Core assembly enzyme identity is strong; no native genetic perturbation is promoted.,109
M4-FUNG-0493:G001,M4-FUNG-0493,G001,AndA,BAP81855.1,101.0,982.0,-,nonheme Fe/2-oxoglutarate-dependent dioxygenase,"creates the bicyclo[2.2.2]octane-containing andiconin skeleton by oxidative skeletal reconstruction, not a Diels-Alder reaction",functional characterization,bridged-ring formation,S002; S003,Mechanistically decisive enzyme.,104
M4-FUNG-0493:G002,M4-FUNG-0493,G002,AndB,BAP81856.1,1720.0,2501.0,+,terpene cyclase,cyclizes the epoxidized farnesyl-DMOA-derived substrate toward preandiloid A,functional characterization,meroterpenoid cyclization,S002; S003,Direct pathway assignment.,105
M4-FUNG-0493:G003,M4-FUNG-0493,G003,AndC,BAP81857.1,3007.0,3946.0,+,dehydrogenase/reductase,converts preandiloid A toward preandiloid B,functional characterization,downstream intermediate conversion,S002; S003,Direct pathway assignment.,106
M4-FUNG-0493:G004,M4-FUNG-0493,G004,AndD,BAP81858.1,4149.0,5132.0,-,prenyltransferase,installs the farnesyl-derived terpene moiety on the polyketide-derived precursor,functional characterization,prenylated intermediate formation,S002; S003,Links polyketide and terpene branches.,107
M4-FUNG-0493:G005,M4-FUNG-0493,G005,AndE,BAP81859.1,5331.0,6894.0,-,FAD-dependent monooxygenase / epoxidase,epoxidizes the farnesyl side chain before terpene cyclization,functional characterization,cyclization-competent epoxide formed,S002; S003,Direct pathway assignment.,108
M4-FUNG-0493:G006,M4-FUNG-0493,G006,AndF,BAP81860.1,9234.0,10091.0,+,nonheme Fe/2-oxoglutarate-dependent dioxygenase,late oxidative rearrangement generating anditomin,functional characterization,anditomin formation,S002; S003,Terminal structural complexification.,109
M4-FUNG-0493:G007,M4-FUNG-0493,G007,AndK,BAP81865.1,18286.0,21221.0,+,cytochrome P450 monooxygenase,oxidizes the DMOA-derived aromatic precursor on the route to the prenylation substrate,functional characterization,oxidized aromatic intermediate formed,S002; S003,Direct pathway assignment.,110
M4-FUNG-0493:G008,M4-FUNG-0493,G008,AndM,BAP81867.1,23534.0,31032.0,+,nonreducing polyketide synthase,"produces 3,5-dimethylorsellinic acid (DMOA), the polyketide origin of anditomin",functional characterization,DMOA production,S002; S003,Core polyketide scaffold enzyme.,111
M4-FUNG-0494:G001,M4-FUNG-0494,G001,esdpI,BCP96878.1,1539.0,3357.0,-,cytochrome P450 oxidase,tailoring oxidation within reconstructed DDP pathway; exact native product-specific role depends on pathway combination,heterologous reconstruction,oxidative diversification,S002; S003; S005,Do not over-assign to one native end product.,104
M4-FUNG-0494:G002,M4-FUNG-0494,G002,esdpH,BCP96879.1,4445.0,6285.0,+,cytochrome P450 oxidase,tailoring oxidation in engineered DDP pathways,heterologous reconstruction,oxidized DDP derivatives,S002; S003; S005,Product order/branch context is construct-dependent.,105
M4-FUNG-0494:G003,M4-FUNG-0494,G003,esdpE,BCP96881.1,8576.0,10217.0,-,flavin-containing monooxygenase,epoxidizes the diterpenyl moiety to create the cyclization substrate,heterologous reconstruction,epoxidized precursor formation,S002; S003; S005,Core scaffold enzyme.,106
M4-FUNG-0494:G004,M4-FUNG-0494,G004,esdpD,BCP96882.1,10990.0,12256.0,+,geranylgeranyl diphosphate synthase,supplies GGPP for diterpene-pyrone scaffold formation,heterologous reconstruction,C20 terpene precursor supply,S002; S003; S005,Core scaffold enzyme.,107
M4-FUNG-0494:G005,M4-FUNG-0494,G005,esdpA,BCP96883.1,13106.0,19744.0,-,non-reducing polyketide synthase,constructs the pyrone-bearing polyketide component of the DDP scaffold,heterologous reconstruction,polyketide-pyrone precursor formation,S002; S003; S005,Core scaffold enzyme.,108
M4-FUNG-0494:G006,M4-FUNG-0494,G006,esdpG,BCP96884.1,20110.0,21878.0,+,cytochrome P450 oxidase,oxidative tailoring in reconstructed DDP pathways,heterologous reconstruction,tailored DDP products,S002; S003; S005,Exact branch-product mapping is construct-dependent.,109
M4-FUNG-0494:G007,M4-FUNG-0494,G007,esdpC,BCP96885.1,22227.0,23316.0,-,prenyltransferase,connects the polyketide-derived pyrone precursor to the GGPP-derived diterpene moiety,heterologous reconstruction,hybrid meroterpenoid precursor formation,S002; S003; S005,Core scaffold enzyme.,110
M4-FUNG-0494:G008,M4-FUNG-0494,G008,esdpB,BCP96886.1,24303.0,25103.0,+,terpene cyclase,cyclizes the epoxidized diterpenyl chain into the decalin-containing DDP scaffold,heterologous reconstruction,polycyclic DDP scaffold formation,S002; S003; S005,Core scaffold enzyme.,111
M4-FUNG-0495:G001,M4-FUNG-0495,G001,macJ,NR,,,NR,integral membrane terpene cyclase,membrane-bound type-II terpene cyclase; protonation of terminal olefin triggers late meroterpenoid cyclization,ΔmacJ and biochemical characterization,loss of cyclized macrophorin products / accumulation of acyclic precursors,S003,Mechanistically decisive enzyme.,104
M4-FUNG-0495:G002,M4-FUNG-0495,G002,macA,NR,,,NR,core macrophorin-pathway enzyme,required for macrophorin production upstream of MacJ,ΔmacA,macrophorin pathway disrupted,S003,,105
M4-FUNG-0495:G003,M4-FUNG-0495,G003,macR,NR,,,NR,cluster-specific regulator,overexpression elevates mac pathway metabolite output,overexpression,enhanced macrophorin-pathway products,S003,,106
M4-FUNG-0496:G001,M4-FUNG-0496,G001,mpaC,NR,,,NR,polyketide synthase,required for high MPA production in P. roqueforti,RNAi silencing,reduced mpaC transcript correlates with reduced MPA,S003,A natural 174-bp deletion also marks low-producing strains.,104
M4-FUNG-0496:G002,M4-FUNG-0496,G002,mpaA/B/DE/F/G/H,NR,,,NR,MPA-pathway enzymes by synteny/homology,cluster membership strongly supported; individual P. roqueforti biochemical roles not all directly tested,comparative genomics,seven-gene cluster highly similar to P. brevicompactum MPA cluster,S003,,105
M4-FUNG-0497:G001,M4-FUNG-0497,G001,psyA,NR,,,NR,nonribosomal peptide synthetase,required for psychrophilin cyclic-tripeptide assembly,ΔpsyA,psychrophilin pathway blocked; anthranilate-containing dipeptide 10 accumulates,S003,,104
M4-FUNG-0498:G001,M4-FUNG-0498,G001,penP,NR,,,NR,indole-diterpene pathway enzyme,required for conversion beyond paspaline toward penitrems,targeted deletion,penitrems A/B/D/E/F abolished; paspaline accumulates,S003,,104
M4-FUNG-0498:G002,M4-FUNG-0498,G002,PtmE,NR,,,NR,prenyltransferase/cyclization enzyme,prenylation-initiated cationic cyclization installs bicyclo[3.2.0]heptane skeleton,heterologous reconstruction,characteristic carbocycle formed,S004,,105
M4-FUNG-0498:G003,M4-FUNG-0498,G003,PtmK/PtmU,NR,,,NR,cytochrome P450 enzymes,two-step oxidative construction of unique penitrem tricyclic skeleton,heterologous reconstruction,oxidatively elaborated penitrem scaffold,S004,,106
M4-FUNG-0499:G001,M4-FUNG-0499,G001,mpaG′,NR,,,NR,SAM-dependent O-methyltransferase,methylates demethylmycophenolic acid to mycophenolic acid; also accepts two synthetic DMMPA derivatives,recombinant in-vitro kinetic/functional assay,MPA and methylated derivatives formed,S003,Direct enzyme-level proof.,104
M4-FUNG-0500:G001,M4-FUNG-0500,G001,HknR,NR,,,NR,cluster-specific transcription factor,overexpression activates cryptic hkn metabolite production,overexpression,hancockinone A becomes detectable/isolatable,S003,,104
M4-FUNG-0500:G002,M4-FUNG-0500,G002,HknE,NR,,,NR,cytochrome P450,constructs the five-membered ring in hancockinone A from neosartoricin B,"heterologous expression, substrate feeding, in-vitro assay",five-membered-ring product formed,S003,Direct mechanistic tailoring evidence.,105
M4-FUNG-0501:G001,M4-FUNG-0501,G001,SdnG homolog,NR,,,NR,hypothetical protein / putative norbornene synthase by conserved cluster context,R. necatrix homolog not directly assayed; S. araneosa SdnG directly accelerates norbornene-forming IMDA cyclization,comparative genomics; homolog functional transfer,putative corresponding role in R. necatrix,S004,Keep donor-versus-target evidence explicit.,104
M4-FUNG-0501:G002,M4-FUNG-0501,G002,SdnA/B/E/F/H homolog set,NR,,,NR,terpene cyclase plus four P450 oxygenases,R. necatrix homologs conserved; corresponding S. araneosa enzymes completely reconstruct cycloaraneosene-to-sordaricin chemistry,comparative genomics / homolog reconstruction,supports conserved sordaricin-core programme,S004,,105
M4-FUNG-0502:G001,M4-FUNG-0502,G001,PrHalA,NR,,,NR,multimodular nonribosomal peptide synthetase / putative halovir synthetase,not directly demonstrated; module/domain organization predicts unconventional nonlinear assembly of the halovir hexapeptide,bioinformatic domain/module analysis only,NA,S003,"Treat as a predicted synthetase, not a biochemically established halovir enzyme.",104
M4-FUNG-0503:G001,M4-FUNG-0503,G001,SdxC,NR,,,NR,PKS–NRPS,"with SdxD and SdxA, supports formation of dephenylated 2-pyridone ketone 12",heterologous coexpression in A. nidulans,ketone 12 produced,S003,Individual SdxC-only sufficiency was not isolated in the reported three-gene experiment.,104
M4-FUNG-0503:G002,M4-FUNG-0503,G002,SdxD,NR,,,NR,partnering enoylreductase,"with SdxC and SdxA, supports formation of ketone 12",heterologous coexpression in A. nidulans,ketone 12 produced,S003,,105
M4-FUNG-0503:G003,M4-FUNG-0503,G003,SdxA,NR,,,NR,ring-expansion cytochrome P450,"with SdxC and SdxD, yields dephenylated 2-pyridone ketone 12",heterologous coexpression in A. nidulans,ketone 12 produced,S003,,106
M4-FUNG-0503:G004,M4-FUNG-0503,G004,SdxG,NR,,,NR,short-chain dehydrogenase/reductase,native SdxG role inferred; soluble homologs PdxG/AdxG/EpiG reduce ketone 12 and enable deoxyakanthomycin formation,in-vitro assays used SDR homologs rather than direct SdxG assay,1a/1b form after reduction and spontaneous downstream chemistry,S003,Do not mislabel homolog assays as direct SdxG enzymology.,107
M4-FUNG-0503:G005,M4-FUNG-0503,G005,SdxB,NR,,,NR,putative N-hydroxylation P450,predicted to N-hydroxylate deoxyakanthomycin toward akanthomycin,not directly tested,NA,S003,,108
M4-FUNG-0503:G006,M4-FUNG-0503,G006,SdxI,NR,,,NR,putative O-methyltransferase,NR; predicted cluster tailoring function,not directly tested,NA,S003,,109
M4-FUNG-0504:G001,M4-FUNG-0504,G001,candidate seven-module NRPS,NR,,,NR,seven-module nonribosomal peptide synthetase,not directly demonstrated; module organization is consistent with xylaroamide A residue sequence/stereochemistry,bioinformatic analysis,NA,S003,"No direct NRPS knockout, complementation, reconstruction or biochemical assay in defining paper.",104
M4-FUNG-0504:G002,M4-FUNG-0504,G002,trans-acting N-methyltransferase candidate,NR,,,NR,putative N-methyltransferase acting outside NRPS modules,proposed to install the N-methyl residue in xylaroamide A,bioinformatic analysis only,NA,S003,Defining publication calls this a rare proposed trans-acting methyltransferase.,105
M4-FUNG-0505:G001,M4-FUNG-0505,G001,FfnA,NR,,,NR,phosphoenolpyruvate phosphomutase,early C–P bond-forming pathway role supported by conserved phosphonate-cluster context; not the principal direct enzyme characterization in defining paper,comparative genomics / pathway homology,phosphonopyruvate pathway entry inferred,S003,,104
M4-FUNG-0505:G002,M4-FUNG-0505,G002,FfnB,NR,,,NR,phosphonopyruvate decarboxylase / trapping step,places phosphonopyruvate toward phosphonoacetaldehyde by conserved phosphonate-pathway logic,comparative genomics / pathway homology,phosphonoacetaldehyde precursor formation inferred,S003,,105
